ingestion_time,api_time,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,geo_altitude,on_ground,velocity,speed_kmh,true_track,vertical_rate,squawk,spi,position_source,region,baro_altitude_ft,geo_altitude_ft,altitude_band,aircraft_location_wkt
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,7335b5,IRM091,Islamic Republic of Iran,2026-05-25 13:22:19+00:00,2026-05-25 13:22:19+00:00,73.559,28.2782,10668.0,11277.6,False,279.21,1005.156,100.3,0.0,,False,0,India,35000.00112,37000.001184,"10,000-12,000 m",POINT(73.559 28.2782)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,896582,ABY802,United Arab Emirates,2026-05-25 13:17:14+00:00,2026-05-25 13:17:46+00:00,71.9678,18.346,10050.78,10706.1,False,240.9,867.24,117.33,0.0,,False,0,India,32975.0010552,35125.001124,"10,000-12,000 m",POINT(71.9678 18.346)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,896587,ABY520,United Arab Emirates,2026-05-25 13:22:21+00:00,2026-05-25 13:22:21+00:00,90.4614,22.4205,7825.74,8298.18,False,244.71,880.956,97.13,-11.7,,False,0,India,25675.0008216,27225.0008712,"5,000-10,000 m",POINT(90.4614 22.4205)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,a3dc4e,N348PC,United States,2026-05-25 13:22:20+00:00,2026-05-25 13:22:20+00:00,82.804,33.1955,,,True,0.06,0.216,272.81,,,False,0,India,,,,POINT(82.804 33.1955)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,896558,ABY571,United Arab Emirates,2026-05-25 13:22:20+00:00,2026-05-25 13:22:21+00:00,88.7775,24.863,9563.1,10165.08,False,247.41,890.676,106.55,-11.05,,False,0,India,31375.001004,33350.0010672,"5,000-10,000 m",POINT(88.7775 24.863)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,7705c6,ALK253,Sri Lanka,2026-05-25 13:22:21+00:00,2026-05-25 13:22:21+00:00,78.226,8.5963,8481.06,8945.88,False,242.4,872.64,310.18,7.8,,False,0,India,27825.0008904,29350.000939199996,"5,000-10,000 m",POINT(78.226 8.5963)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,8965f9,ADY061,United Arab Emirates,2026-05-25 13:22:13+00:00,2026-05-25 13:22:13+00:00,87.7599,22.7603,10050.78,10698.48,False,246.49,887.364,98.4,0.0,,False,0,India,32975.0010552,35100.001123199996,"10,000-12,000 m",POINT(87.7599 22.7603)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,896719,ABY510,United Arab Emirates,2026-05-25 13:22:21+00:00,2026-05-25 13:22:21+00:00,72.0345,23.0551,10668.0,11391.9,False,241.05,867.7800000000001,87.19,0.0,1741,False,0,India,35000.00112,37375.001196,"10,000-12,000 m",POINT(72.0345 23.0551)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,896699,ETD5M3,United Arab Emirates,2026-05-25 13:18:08+00:00,2026-05-25 13:18:08+00:00,69.8857,32.0854,10043.16,10553.7,False,242.36,872.4960000000001,41.47,0.0,,False,0,India,32950.001054399996,34625.001108000004,"10,000-12,000 m",POINT(69.8857 32.0854)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,a4fd3d,N420SP,United States,2026-05-25 13:22:16+00:00,2026-05-25 13:22:16+00:00,82.8044,33.2009,,,True,5.14,18.503999999999998,8.44,,,False,0,India,,,,POINT(82.8044 33.2009)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,89665d,ADY063,United Arab Emirates,2026-05-25 13:22:20+00:00,2026-05-25 13:22:20+00:00,87.505,24.467,10066.02,10690.86,False,266.57,959.652,70.03,-0.33,,False,0,India,33025.0010568,35075.001122400005,"10,000-12,000 m",POINT(87.505 24.467)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,8965e1,ADY203,United Arab Emirates,2026-05-25 13:21:11+00:00,2026-05-25 13:21:16+00:00,69.8857,17.0194,10668.0,11369.04,False,237.07,853.452,118.23,0.0,,False,0,India,35000.00112,37300.0011936,"10,000-12,000 m",POINT(69.8857 17.0194)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,8832d4,TLM245,Thailand,2026-05-25 13:22:20+00:00,2026-05-25 13:22:20+00:00,85.1115,24.6385,11277.6,12024.36,False,243.13,875.268,123.96,0.0,,False,0,India,37000.001184,39450.0012624,"10,000-12,000 m",POINT(85.1115 24.6385)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,76cd73,SIA406,Singapore,2026-05-25 13:22:21+00:00,2026-05-25 13:22:21+00:00,78.7287,25.3968,11582.4,12283.44,False,236.65,851.94,298.57,-0.33,,False,0,India,38000.001216,40300.001289600004,"10,000-12,000 m",POINT(78.7287 25.3968)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,781ff2,CSS159,China,2026-05-25 13:22:21+00:00,2026-05-25 13:22:21+00:00,85.4284,25.5321,9151.62,9654.54,False,227.41,818.676,280.95,0.0,,False,0,India,30025.000960800004,31675.001013600002,"5,000-10,000 m",POINT(85.4284 25.5321)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,7813bd,CSN6037,China,2026-05-25 13:22:21+00:00,2026-05-25 13:22:21+00:00,82.5274,26.3211,10965.18,11597.64,False,239.38,861.768,286.99,-0.33,,False,0,India,35975.0011512,38050.001217599995,"10,000-12,000 m",POINT(82.5274 26.3211)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,8966f0,UAE9851,United Arab Emirates,2026-05-25 13:22:21+00:00,2026-05-25 13:22:21+00:00,69.2679,22.9049,10363.2,11033.76,False,250.05,900.1800000000001,273.77,0.0,5137,False,0,India,34000.001088000005,36200.0011584,"10,000-12,000 m",POINT(69.2679 22.9049)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,8966ea,CGS703,United Arab Emirates,2026-05-25 13:22:12+00:00,2026-05-25 13:22:20+00:00,72.8709,19.2143,3345.18,3489.96,False,129.13,464.868,90.46,0.0,6211,False,0,India,10975.0003512,11450.0003664,"0-5,000 m",POINT(72.8709 19.2143)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,c01732,ACA42,Canada,2026-05-25 13:22:21+00:00,2026-05-25 13:22:22+00:00,76.2775,29.2475,6903.72,7239.0,False,222.97,802.692,131.82,-7.15,,False,0,India,22650.0007248,23750.00076,"5,000-10,000 m",POINT(76.2775 29.2475)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,04022c,ETH3789,Ethiopia,2026-05-25 13:22:21+00:00,2026-05-25 13:22:21+00:00,94.5741,22.6223,9144.0,9730.74,False,251.28,904.6080000000001,263.18,0.0,,False,0,India,30000.00096,31925.001021599997,"5,000-10,000 m",POINT(94.5741 22.6223)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,8966ed,UAE9837,United Arab Emirates,2026-05-25 13:10:45+00:00,2026-05-25 13:18:59+00:00,95.9421,21.9667,9753.6,10401.3,False,259.31,933.5160000000001,282.02,-0.33,,False,0,India,32000.001024,34125.001092,"5,000-10,000 m",POINT(95.9421 21.9667)
