ingestion_time,api_time,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,geo_altitude,on_ground,velocity,speed_kmh,true_track,vertical_rate,squawk,spi,position_source,region,baro_altitude_ft,geo_altitude_ft,altitude_band,aircraft_location_wkt
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801686,AXB1604,India,2026-05-25 13:31:10+00:00,2026-05-25 13:31:10+00:00,76.8056,26.6738,11277.6,11955.78,False,240.05,864.1800000000001,177.05,0.0,,False,0,India,37000.001184,39225.001255200004,"10,000-12,000 m",POINT(76.8056 26.6738)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801683,AXB158W,India,2026-05-25 13:27:05+00:00,2026-05-25 13:27:15+00:00,77.4462,13.6293,5021.58,5242.56,False,162.19,583.884,357.64,10.73,,False,0,India,16475.000527199998,17200.0005504,"5,000-10,000 m",POINT(77.4462 13.6293)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801689,AXB2717,India,2026-05-25 13:30:16+00:00,2026-05-25 13:30:17+00:00,82.9432,18.9653,10980.42,,False,236.65,851.94,270.37,-0.33,,False,0,India,36025.0011528,,"10,000-12,000 m",POINT(82.9432 18.9653)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80167d,AXB5313,India,2026-05-25 13:30:42+00:00,2026-05-25 13:30:42+00:00,77.5859,13.2646,1912.62,,False,119.31,429.516,304.99,9.1,,False,0,India,6275.000200799999,,"0-5,000 m",POINT(77.5859 13.2646)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80167c,AXB1179,India,2026-05-25 13:30:47+00:00,2026-05-25 13:30:47+00:00,87.0927,25.9786,6446.52,6789.42,False,204.17,735.012,81.01,-9.43,,False,0,India,21150.000676800002,22275.0007128,"5,000-10,000 m",POINT(87.0927 25.9786)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801699,AXB1080,India,2026-05-25 13:31:13+00:00,2026-05-25 13:31:14+00:00,81.2021,26.6782,11582.4,12260.58,False,218.97,788.292,288.35,0.0,,False,0,India,38000.001216,40225.0012872,"10,000-12,000 m",POINT(81.2021 26.6782)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80164c,IGO605F,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,78.7614,27.6878,10401.3,10988.04,False,256.11,921.9960000000001,100.18,2.93,,False,0,India,34125.001092,36050.0011536,"10,000-12,000 m",POINT(78.7614 27.6878)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801662,IGO5023,India,2026-05-25 13:31:10+00:00,2026-05-25 13:31:10+00:00,79.4297,27.3248,11277.6,11910.06,False,255.51,919.836,120.49,-0.33,,False,0,India,37000.001184,39075.0012504,"10,000-12,000 m",POINT(79.4297 27.3248)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801667,AIC4PF,India,2026-05-25 13:30:30+00:00,2026-05-25 13:30:30+00:00,75.8945,15.1988,11871.96,12611.1,False,218.9,788.0400000000001,139.38,0.0,,False,0,India,38950.001246399996,41375.001324000004,"10,000-12,000 m",POINT(75.8945 15.1988)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801674,AIC6ZA,India,2026-05-25 13:28:39+00:00,2026-05-25 13:28:41+00:00,77.1089,28.5414,388.62,228.6,False,66.25,238.5,283.93,-3.58,,False,0,India,1275.0000408,750.0000239999999,"0-5,000 m",POINT(77.1089 28.5414)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80169d,IGO749,India,2026-05-25 13:31:13+00:00,2026-05-25 13:31:13+00:00,90.7336,26.3702,8008.62,8450.58,False,200.0,720.0,277.98,7.15,,False,0,India,26275.0008408,27725.0008872,"5,000-10,000 m",POINT(90.7336 26.3702)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80169e,AKJ1142,India,2026-05-25 13:31:13+00:00,2026-05-25 13:31:14+00:00,89.5565,24.9971,9913.62,10530.84,False,201.78,726.408,237.28,4.55,,False,0,India,32525.0010408,34550.0011056,"5,000-10,000 m",POINT(89.5565 24.9971)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8014b0,IGO137,India,2026-05-25 13:30:19+00:00,2026-05-25 13:30:19+00:00,76.2391,14.9568,10660.38,11330.94,False,231.73,834.228,135.63,0.0,,False,0,India,34975.001119199995,37175.0011896,"10,000-12,000 m",POINT(76.2391 14.9568)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8014e4,IGO2096,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,83.8611,25.2976,11582.4,12306.3,False,224.8,809.2800000000001,299.32,0.0,,False,0,India,38000.001216,40375.001292,"10,000-12,000 m",POINT(83.8611 25.2976)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8014dc,IGO6069,India,2026-05-25 13:31:15+00:00,2026-05-25 13:31:15+00:00,90.3528,23.1954,8427.72,8938.26,False,212.57,765.252,253.41,5.2,,False,0,India,27650.000884799996,29325.0009384,"5,000-10,000 m",POINT(90.3528 23.1954)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8014da,AIC2SW,India,2026-05-25 13:30:31+00:00,2026-05-25 13:30:32+00:00,73.5768,19.1805,3756.66,3916.68,False,130.93,471.348,211.5,-3.25,,False,0,India,12325.0003944,12850.000411199999,"0-5,000 m",POINT(73.5768 19.1805)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8014df,IGO6135,India,2026-05-25 13:31:13+00:00,2026-05-25 13:31:14+00:00,87.7212,25.0447,9456.42,10035.54,False,239.46,862.056,165.19,0.0,,False,0,India,31025.0009928,32925.001053600005,"5,000-10,000 m",POINT(87.7212 25.0447)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8014f3,AIC5PK,India,2026-05-25 13:31:11+00:00,2026-05-25 13:31:11+00:00,76.8356,26.8366,9921.24,10485.12,False,241.95,871.02,177.93,5.85,,False,0,India,32550.0010416,34400.0011008,"5,000-10,000 m",POINT(76.8356 26.8366)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8014c0,IGO6136,India,2026-05-25 13:31:13+00:00,2026-05-25 13:31:13+00:00,77.9212,29.8983,4000.5,4122.42,False,172.25,620.1,216.25,7.15,,False,0,India,13125.00042,13525.0004328,"0-5,000 m",POINT(77.9212 29.8983)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8014cf,IGO9270,India,2026-05-25 13:29:26+00:00,2026-05-25 13:31:04+00:00,96.0609,21.9998,11902.44,10942.32,False,20.04,72.144,41.88,-0.33,,False,0,India,39050.0012496,35900.0011488,"10,000-12,000 m",POINT(96.0609 21.9998)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8014fe,AKJ1820,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,76.7838,28.4283,2971.8,3040.38,False,152.46,548.856,197.27,12.03,,False,0,India,9750.000312,9975.0003192,"0-5,000 m",POINT(76.7838 28.4283)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8014fd,AKJ1574,India,2026-05-25 13:31:12+00:00,2026-05-25 13:31:12+00:00,78.0389,13.3452,2537.46,2590.8,False,106.71,384.156,129.52,-3.25,,False,0,India,8325.0002664,8500.000272000001,"0-5,000 m",POINT(78.0389 13.3452)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801603,AIC3KR,India,2026-05-25 13:31:13+00:00,2026-05-25 13:31:13+00:00,75.7293,26.4313,10957.56,11628.12,False,233.09,839.124,202.04,0.0,,False,0,India,35950.0011504,38150.001220800004,"10,000-12,000 m",POINT(75.7293 26.4313)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801604,AXB1056,India,2026-05-25 13:31:12+00:00,2026-05-25 13:31:12+00:00,76.9675,28.5941,1341.12,1234.44,False,130.77,470.77200000000005,284.58,11.38,,False,0,India,4400.0001408,4050.0001296,"0-5,000 m",POINT(76.9675 28.5941)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801608,IGO5014,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,76.9595,28.3726,2484.12,2506.98,False,148.72,535.392,197.31,14.63,,False,0,India,8150.0002607999995,8225.0002632,"0-5,000 m",POINT(76.9595 28.3726)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801613,AXB1391,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,77.4016,29.4757,5631.18,5875.02,False,195.82,704.952,176.69,-11.7,,False,0,India,18475.0005912,19275.0006168,"5,000-10,000 m",POINT(77.4016 29.4757)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80174a,IGO6706,India,2026-05-25 13:27:57+00:00,2026-05-25 13:28:04+00:00,73.804,21.7813,10972.8,11696.7,False,240.2,864.72,199.91,0.0,0551,False,0,India,36000.001152,38375.001228,"10,000-12,000 m",POINT(73.804 21.7813)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801759,IGO34FP,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,76.8741,28.5852,3657.6,3787.14,False,166.12,598.032,62.72,-0.33,,False,0,India,12000.000383999999,12425.000397599999,"0-5,000 m",POINT(76.8741 28.5852)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801768,IGO647Y,India,2026-05-25 13:31:11+00:00,2026-05-25 13:31:11+00:00,72.8068,19.7566,6515.1,6400.8,False,188.88,679.968,7.51,9.1,,False,0,India,21375.000684000002,21000.000672000002,"5,000-10,000 m",POINT(72.8068 19.7566)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801775,IGO343H,India,2026-05-25 13:31:10+00:00,2026-05-25 13:31:10+00:00,76.1066,28.2491,4091.94,4259.58,False,184.75,665.1,64.08,-5.2,,False,0,India,13425.0004296,13975.0004472,"0-5,000 m",POINT(76.1066 28.2491)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80172e,IGO754J,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,78.1826,27.8384,9113.52,9601.2,False,247.98,892.728,109.64,0.65,,False,0,India,29900.000956800002,31500.001008000003,"5,000-10,000 m",POINT(78.1826 27.8384)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801752,IGO5163,India,2026-05-25 13:31:05+00:00,2026-05-25 13:31:05+00:00,73.5844,22.0802,9761.22,10408.92,False,245.47,883.692,181.44,-0.33,6405,False,0,India,32025.001024799996,34150.0010928,"5,000-10,000 m",POINT(73.5844 22.0802)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80173e,IGO1455,India,2026-05-25 13:30:45+00:00,2026-05-25 13:30:45+00:00,69.02,20.0578,10972.8,11719.56,False,235.13,846.468,290.89,0.0,,False,0,India,36000.001152,38450.0012304,"10,000-12,000 m",POINT(69.02 20.0578)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80179a,AXB2007,India,2026-05-25 13:31:15+00:00,2026-05-25 13:31:15+00:00,90.3875,25.5004,8321.04,8801.1,False,202.08,727.488,235.06,5.2,,False,0,India,27300.0008736,28875.000924,"5,000-10,000 m",POINT(90.3875 25.5004)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801783,AXB2395,India,2026-05-25 13:30:34+00:00,2026-05-25 13:30:34+00:00,72.8658,19.0887,30.48,144.78,False,73.57,264.852,269.6,-3.58,0546,False,0,India,100.0000032,475.0000152,"0-5,000 m",POINT(72.8658 19.0887)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801788,IGO943Y,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,77.3518,13.6434,5829.3,6134.1,False,215.08,774.288,147.6,-12.68,,False,0,India,19125.000612,20125.000644,"5,000-10,000 m",POINT(77.3518 13.6434)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801786,AKJ1825,India,2026-05-25 13:31:10+00:00,2026-05-25 13:31:10+00:00,75.3703,26.9704,11277.6,11948.16,False,238.59,858.924,25.96,0.0,,False,0,India,37000.001184,39200.0012544,"10,000-12,000 m",POINT(75.3703 26.9704)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80177c,AXB1231,India,2026-05-25 13:26:12+00:00,2026-05-25 13:26:12+00:00,72.9958,19.7931,8755.38,9281.16,False,210.63,758.268,357.34,5.2,0332,False,0,India,28725.000919199996,30450.000974399998,"5,000-10,000 m",POINT(72.9958 19.7931)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801799,AXB2963,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,82.3294,17.5305,10972.8,,False,237.2,853.92,206.68,0.0,,False,0,India,36000.001152,,"10,000-12,000 m",POINT(82.3294 17.5305)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801798,,India,2026-05-25 13:29:30+00:00,2026-05-25 13:29:30+00:00,72.8655,19.0908,,,True,4.89,17.604,45.0,,,False,0,India,,,,POINT(72.8655 19.0908)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80047c,AIC1BA,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,77.3062,10.8043,10058.4,10668.0,False,238.86,859.8960000000001,188.67,0.0,,False,0,India,33000.001056,35000.00112,"10,000-12,000 m",POINT(77.3062 10.8043)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8016a1,AKJ1926,India,2026-05-25 13:31:12+00:00,2026-05-25 13:31:12+00:00,85.4438,23.4094,10965.18,11658.6,False,217.7,783.72,268.38,2.93,,False,0,India,35975.0011512,38250.001224,"10,000-12,000 m",POINT(85.4438 23.4094)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8016a6,AIC6BW,India,2026-05-25 13:31:09+00:00,2026-05-25 13:31:09+00:00,77.1091,28.5414,388.62,228.6,False,67.63,243.468,283.19,-3.25,,False,0,India,1275.0000408,750.0000239999999,"0-5,000 m",POINT(77.1091 28.5414)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8016a9,IGO676,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,78.213,13.7059,8001.0,8473.44,False,221.47,797.292,49.43,3.25,,False,0,India,26250.00084,27800.0008896,"5,000-10,000 m",POINT(78.213 13.7059)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8016b7,IGO6453,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:15+00:00,75.3552,27.4899,9006.84,9525.0,False,228.44,822.384,40.43,-4.88,,False,0,India,29550.0009456,31250.001,"5,000-10,000 m",POINT(75.3552 27.4899)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8016b9,IGO726W,India,2026-05-25 13:31:10+00:00,2026-05-25 13:31:10+00:00,75.9653,28.0497,6195.06,6515.1,False,186.59,671.724,26.0,-9.43,,False,0,India,20325.0006504,21375.000684000002,"5,000-10,000 m",POINT(75.9653 28.0497)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8015c0,IGO394,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,84.2316,25.1991,9951.72,10568.94,False,222.54,801.144,297.99,-2.28,,False,0,India,32650.0010448,34675.0011096,"5,000-10,000 m",POINT(84.2316 25.1991)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8015c9,IGO224,India,2026-05-25 13:31:09+00:00,2026-05-25 13:31:10+00:00,78.6324,25.5752,10988.04,11681.46,False,223.08,803.0880000000001,330.12,0.0,,False,0,India,36050.0011536,38325.001226399996,"10,000-12,000 m",POINT(78.6324 25.5752)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8015d3,IGO1104,India,2026-05-25 13:30:57+00:00,2026-05-25 13:30:57+00:00,77.0803,28.5636,,,True,4.63,16.668,75.94,,,False,0,India,,,,POINT(77.0803 28.5636)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8015ce,IGO065,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,75.384,12.0333,7871.46,8321.04,False,214.49,772.1640000000001,331.96,5.85,,False,0,India,25825.0008264,27300.0008736,"5,000-10,000 m",POINT(75.384 12.0333)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8015e2,IGO1161,India,2026-05-25 13:31:13+00:00,2026-05-25 13:31:14+00:00,83.8926,27.2821,8427.72,8854.44,False,240.97,867.492,79.79,-8.78,,False,0,India,27650.000884799996,29050.000929600003,"5,000-10,000 m",POINT(83.8926 27.2821)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8015e7,IGO526V,India,2026-05-25 13:31:15+00:00,2026-05-25 13:31:15+00:00,77.6834,13.5004,4015.74,4168.14,False,176.8,636.48,13.63,12.68,,False,0,India,13175.0004216,13675.000437600002,"0-5,000 m",POINT(77.6834 13.5004)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8015db,IGO437,India,2026-05-25 13:30:54+00:00,2026-05-25 13:30:57+00:00,74.9958,13.5375,10066.02,10706.1,False,239.46,862.056,185.92,0.0,,False,0,India,33025.0010568,35125.001124,"10,000-12,000 m",POINT(74.9958 13.5375)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,70204b,BBC235,Bangladesh,2026-05-25 13:31:13+00:00,2026-05-25 13:31:14+00:00,90.1369,23.7886,9144.0,9692.64,False,238.91,860.076,233.23,0.0,,False,0,India,30000.00096,31800.0010176,"5,000-10,000 m",POINT(90.1369 23.7886)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801723,IGO5126,India,2026-05-25 13:30:44+00:00,2026-05-25 13:30:47+00:00,72.7207,18.9599,1927.86,1958.34,False,172.48,620.928,173.32,9.1,,False,0,India,6325.0002024,6425.000205599999,"0-5,000 m",POINT(72.7207 18.9599)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80171a,IGO6951,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,83.0696,26.1753,5935.98,6187.44,False,191.51,689.436,235.29,15.28,,False,0,India,19475.000623199998,20300.0006496,"5,000-10,000 m",POINT(83.0696 26.1753)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80171b,IGO6379,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,81.8063,27.2349,10355.58,10927.08,False,215.48,775.728,283.67,0.0,,False,0,India,33975.0010872,35850.0011472,"10,000-12,000 m",POINT(81.8063 27.2349)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,800401,AIC8UC,India,2026-05-25 13:28:17+00:00,2026-05-25 13:28:19+00:00,73.8138,21.7614,11590.02,12336.78,False,230.8,830.8800000000001,187.3,0.0,0571,False,0,India,38025.0012168,40475.0012952,"10,000-12,000 m",POINT(73.8138 21.7614)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80186e,IGO235Y,India,2026-05-25 13:30:07+00:00,2026-05-25 13:30:07+00:00,77.0831,28.5621,,,True,3.6,12.96,329.06,,,False,0,India,,,,POINT(77.0831 28.5621)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801862,IGO152,India,2026-05-25 13:31:13+00:00,2026-05-25 13:31:14+00:00,77.2244,12.1244,7917.18,8366.76,False,212.11,763.5960000000001,231.8,0.0,,False,0,India,25975.0008312,27450.000878400002,"5,000-10,000 m",POINT(77.2244 12.1244)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,801860,IGO323E,India,2026-05-25 13:26:41+00:00,2026-05-25 13:26:45+00:00,73.6854,23.0382,8839.2,9403.08,False,204.42,735.9119999999999,20.17,0.0,0263,False,0,India,29000.000928,30850.0009872,"5,000-10,000 m",POINT(73.6854 23.0382)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,80057d,AIC211,India,2026-05-25 13:31:15+00:00,2026-05-25 13:31:15+00:00,77.6333,28.0712,5783.58,6057.9,False,207.52,747.072,125.11,7.48,,False,0,India,18975.0006072,19875.000635999997,"5,000-10,000 m",POINT(77.6333 28.0712)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,702098,UBG191,Bangladesh,2026-05-25 13:31:15+00:00,2026-05-25 13:31:15+00:00,90.4069,23.831,373.38,312.42,False,58.08,209.088,145.47,3.58,,False,0,India,1225.0000392,1025.0000328,"0-5,000 m",POINT(90.4069 23.831)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,800585,VUAVE,India,2026-05-25 13:31:15+00:00,2026-05-25 13:31:15+00:00,77.2156,28.0555,3162.3,3261.36,False,144.62,520.6320000000001,9.83,-6.83,,False,0,India,10375.000332000001,10700.0003424,"0-5,000 m",POINT(77.2156 28.0555)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,70209b,BBC347,Bangladesh,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,90.3375,23.6961,2141.22,2133.6,False,139.66,502.776,244.0,12.35,,False,0,India,7025.000224799999,7000.000223999999,"0-5,000 m",POINT(90.3375 23.6961)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,800588,AIC2FU,India,2026-05-25 13:31:10+00:00,2026-05-25 13:31:13+00:00,76.0356,26.74,9159.24,9692.64,False,231.48,833.328,205.54,2.93,,False,0,India,30050.0009616,31800.0010176,"5,000-10,000 m",POINT(76.0356 26.74)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,a97677,ARHD28,United States,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,71.4193,30.1535,624.84,510.54,False,64.76,233.13600000000002,141.13,4.23,,False,0,India,2050.0000656,1675.0000536,"0-5,000 m",POINT(71.4193 30.1535)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,4246b2,AZG1682,United Kingdom,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,77.4914,29.747,9753.6,10233.66,False,224.31,807.5160000000001,304.35,0.0,,False,0,India,32000.001024,33575.0010744,"5,000-10,000 m",POINT(77.4914 29.747)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8016dd,IGO5234,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,76.0421,27.2977,10972.8,11628.12,False,237.79,856.044,201.18,0.0,,False,0,India,36000.001152,38150.001220800004,"10,000-12,000 m",POINT(76.0421 27.2977)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8016af,AXB1089,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,77.3904,28.4803,11582.4,12222.48,False,227.98,820.728,1.55,-0.65,,False,0,India,38000.001216,40100.0012832,"10,000-12,000 m",POINT(77.3904 28.4803)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8016c8,AXB1581,India,2026-05-25 13:31:15+00:00,2026-05-25 13:31:15+00:00,77.9011,13.1879,1531.62,1516.38,False,100.84,363.024,270.58,-1.95,,False,0,India,5025.000160799999,4975.0001592,"0-5,000 m",POINT(77.9011 13.1879)
2026-05-25 13:31:21.983914+00:00,2026-05-25 13:31:15+00:00,8016d6,IGO394C,India,2026-05-25 13:31:14+00:00,2026-05-25 13:31:14+00:00,77.7925,13.5493,11277.6,11993.88,False,237.79,856.044,195.69,0.0,,False,0,India,37000.001184,39350.0012592,"10,000-12,000 m",POINT(77.7925 13.5493)
